country;variable;percentile;year;value;age;pop
CA;mcwagr999i;p0p100;1981;59339397598.0;999;i
CA;mcwagr999i;p0p100;1982;57089723792.0;999;i
CA;mcwagr999i;p0p100;1983;52354251653.0;999;i
CA;mcwagr999i;p0p100;1984;48063491431.0;999;i
CA;mcwagr999i;p0p100;1985;43504571986.0;999;i
CA;mcwagr999i;p0p100;1986;39442630135.0;999;i
CA;mcwagr999i;p0p100;1987;36170623909.0;999;i
CA;mcwagr999i;p0p100;1988;35413153454.0;999;i
CA;mcwagr999i;p0p100;1989;36294389502.0;999;i
CA;mcwagr999i;p0p100;1990;36943121954.0;999;i
CA;mcwagr999i;p0p100;1991;35966219153.0;999;i
CA;mcwagr999i;p0p100;1992;35206222213.0;999;i
CA;mcwagr999i;p0p100;1993;35562850083.0;999;i
CA;mcwagr999i;p0p100;1994;37113780808.0;999;i
CA;mcwagr999i;p0p100;1995;39235901695.0;999;i
CA;mcwagr999i;p0p100;1996;41684868388.0;999;i
CA;mcwagr999i;p0p100;1997;45146981331.0;999;i
CA;mcwagr999i;p0p100;1998;48948988998.0;999;i
CA;mcwagr999i;p0p100;1999;50504406628.0;999;i
CA;mcwagr999i;p0p100;2000;50500986163.0;999;i
CA;mcwagr999i;p0p100;2001;52123215864.0;999;i
CA;mcwagr999i;p0p100;2002;54860016379.0;999;i
CA;mcwagr999i;p0p100;2003;56850813256.0;999;i
CA;mcwagr999i;p0p100;2004;58847894182.0;999;i
CA;mcwagr999i;p0p100;2005;60913413645.0;999;i
CA;mcwagr999i;p0p100;2006;63422906254.0;999;i
CA;mcwagr999i;p0p100;2007;66492930499.0;999;i
CA;mcwagr999i;p0p100;2008;69670097640.0;999;i
CA;mcwagr999i;p0p100;2009;76421989833.0;999;i
CA;mcwagr999i;p0p100;2010;78896192126.0;999;i
CA;mcwagr999i;p0p100;2011;82940839192.0;999;i
CA;mcwagr999i;p0p100;2012;93172992913.0;999;i
CA;mcwagr999i;p0p100;2013;106487664583.0;999;i
CA;mcwagr999i;p0p100;2014;118597417274.0;999;i
CA;mcwagr999i;p0p100;2015;132047285262.0;999;i
CA;mcwagr999i;p0p100;2016;142158270818.0;999;i
CA;mcsgro999i;p0p100;1960;39365743628.0;999;i
CA;mcsgro999i;p0p100;1961;43526513028.0;999;i
CA;mcsgro999i;p0p100;1962;48621958727.0;999;i
CA;mcsgro999i;p0p100;1963;51322823350.0;999;i
CA;mcsgro999i;p0p100;1964;57686370962.0;999;i
CA;mcsgro999i;p0p100;1965;59212807483.0;999;i
CA;mcsgro999i;p0p100;1966;60864171524.0;999;i
CA;mcsgro999i;p0p100;1967;60893380476.0;999;i
CA;mcsgro999i;p0p100;1968;65924421410.0;999;i
CA;mcsgro999i;p0p100;1969;66990569911.0;999;i
CA;mcsgro999i;p0p100;1970;68218929302.0;999;i
CA;mcsgro999i;p0p100;1971;69636792506.0;999;i
CA;mcsgro999i;p0p100;1972;72668816947.0;999;i
CA;mcsgro999i;p0p100;1973;78247283133.0;999;i
CA;mcsgro999i;p0p100;1974;73219640809.0;999;i
CA;mcsgro999i;p0p100;1975;73151295488.0;999;i
CA;mcsgro999i;p0p100;1976;88534675609.0;999;i
CA;mcsgro999i;p0p100;1977;85046537695.0;999;i
CA;mcsgro999i;p0p100;1978;87461370040.0;999;i
CA;mcsgro999i;p0p100;1979;99354251677.0;999;i
CA;mcsgro999i;p0p100;1980;98631720849.0;999;i
CA;mcsgro999i;p0p100;1981;73295383817.0;999;i
CA;mcsgro999i;p0p100;1982;55400027870.0;999;i
CA;mcsgro999i;p0p100;1983;93011057718.0;999;i
CA;mcsgro999i;p0p100;1984;111822617709.0;999;i
CA;mcsgro999i;p0p100;1985;126847351126.0;999;i
CA;mcsgro999i;p0p100;1986;116762653122.0;999;i
CA;mcsgro999i;p0p100;1987;137602095977.0;999;i
CA;mcsgro999i;p0p100;1988;134409617288.0;999;i
CA;mcsgro999i;p0p100;1989;124404007312.0;999;i
CA;mcsgro999i;p0p100;1990;104074079320.0;999;i
CA;mcsgro999i;p0p100;1991;95031457703.0;999;i
CA;mcsgro999i;p0p100;1992;93482765107.0;999;i
CA;mcsgro999i;p0p100;1993;113394074648.0;999;i
CA;mcsgro999i;p0p100;1994;142379384696.0;999;i
CA;mcsgro999i;p0p100;1995;161818525906.0;999;i
CA;mcsgro999i;p0p100;1996;161761653932.0;999;i
CA;mcsgro999i;p0p100;1997;162981498082.0;999;i
CA;mcsgro999i;p0p100;1998;157105877225.0;999;i
CA;mcsgro999i;p0p100;1999;168209806213.0;999;i
CA;mcsgro999i;p0p100;2000;198913502383.0;999;i
CA;mcsgro999i;p0p100;2001;216106265626.0;999;i
CA;mcsgro999i;p0p100;2002;233779737816.0;999;i
CA;mcsgro999i;p0p100;2003;250940302116.0;999;i
CA;mcsgro999i;p0p100;2004;264602935157.0;999;i
CA;mcsgro999i;p0p100;2005;281352876498.0;999;i
CA;mcsgro999i;p0p100;2006;272928030140.0;999;i
CA;mcsgro999i;p0p100;2007;274329264944.0;999;i
CA;mcsgro999i;p0p100;2008;293027148300.0;999;i
CA;mcsgro999i;p0p100;2009;213472599818.0;999;i
CA;mcsgro999i;p0p100;2010;249691605299.0;999;i
CA;mcsgro999i;p0p100;2011;274322880943.0;999;i
CA;mcsgro999i;p0p100;2012;259739367375.0;999;i
CA;mcsgro999i;p0p100;2013;266679548261.0;999;i
CA;mcsgro999i;p0p100;2014;274264447034.0;999;i
CA;mcsgro999i;p0p100;2015;226975555511.0;999;i
CA;mcsgro999i;p0p100;2016;222101965506.0;999;i
CA;mcsdep999i;p0p100;1960;29134253123.0;999;i
CA;mcsdep999i;p0p100;1961;30277717747.0;999;i
CA;mcsdep999i;p0p100;1962;31466050213.0;999;i
CA;mcsdep999i;p0p100;1963;32805832335.0;999;i
CA;mcsdep999i;p0p100;1964;34160932685.0;999;i
CA;mcsdep999i;p0p100;1965;36658314572.0;999;i
CA;mcsdep999i;p0p100;1966;39608384042.0;999;i
CA;mcsdep999i;p0p100;1967;42399106599.0;999;i
CA;mcsdep999i;p0p100;1968;43787143287.0;999;i
CA;mcsdep999i;p0p100;1969;45945105274.0;999;i
CA;mcsdep999i;p0p100;1970;48908437621.0;999;i
CA;mcsdep999i;p0p100;1971;50986220915.0;999;i
CA;mcsdep999i;p0p100;1972;52670855485.0;999;i
CA;mcsdep999i;p0p100;1973;54457497190.0;999;i
CA;mcsdep999i;p0p100;1974;58632307539.0;999;i
CA;mcsdep999i;p0p100;1975;63775979648.0;999;i
CA;mcsdep999i;p0p100;1976;66085922844.0;999;i
CA;mcsdep999i;p0p100;1977;70034256676.0;999;i
CA;mcsdep999i;p0p100;1978;74408503248.0;999;i
CA;mcsdep999i;p0p100;1979;78608969898.0;999;i
CA;mcsdep999i;p0p100;1980;83993011309.0;999;i
CA;mcsdep999i;p0p100;1981;91115841450.0;999;i
CA;mcsdep999i;p0p100;1982;94413041439.0;999;i
CA;mcsdep999i;p0p100;1983;92904538720.0;999;i
CA;mcsdep999i;p0p100;1984;94537158605.0;999;i
CA;mcsdep999i;p0p100;1985;97266438485.0;999;i
CA;mcsdep999i;p0p100;1986;100470938665.0;999;i
CA;mcsdep999i;p0p100;1987;100837121307.0;999;i
CA;mcsdep999i;p0p100;1988;103478110869.0;999;i
CA;mcsdep999i;p0p100;1989;107279085911.0;999;i
CA;mcsdep999i;p0p100;1990;110828875116.0;999;i
CA;mcsdep999i;p0p100;1991;107557164695.0;999;i
CA;mcsdep999i;p0p100;1992;109349396034.0;999;i
CA;mcsdep999i;p0p100;1993;110577993985.0;999;i
CA;mcsdep999i;p0p100;1994;115002919834.0;999;i
CA;mcsdep999i;p0p100;1995;118028233405.0;999;i
CA;mcsdep999i;p0p100;1996;121718908117.0;999;i
CA;mcsdep999i;p0p100;1997;128635284912.0;999;i
CA;mcsdep999i;p0p100;1998;140435304829.0;999;i
CA;mcsdep999i;p0p100;1999;145697316856.0;999;i
CA;mcsdep999i;p0p100;2000;149556995716.0;999;i
CA;mcsdep999i;p0p100;2001;156856586011.0;999;i
CA;mcsdep999i;p0p100;2002;161571608620.0;999;i
CA;mcsdep999i;p0p100;2003;158225074224.0;999;i
CA;mcsdep999i;p0p100;2004;158655993005.0;999;i
CA;mcsdep999i;p0p100;2005;163047507063.0;999;i
CA;mcsdep999i;p0p100;2006;171963274654.0;999;i
CA;mcsdep999i;p0p100;2007;178117395295.0;999;i
CA;mcsdep999i;p0p100;2008;186325145297.0;999;i
CA;mcsdep999i;p0p100;2009;198872808041.0;999;i
CA;mcsdep999i;p0p100;2010;189877313889.0;999;i
CA;mcsdep999i;p0p100;2011;189853274426.0;999;i
CA;mcsdep999i;p0p100;2012;197385461531.0;999;i
CA;mcsdep999i;p0p100;2013;204398900379.0;999;i
CA;mcsdep999i;p0p100;2014;212231984284.0;999;i
CA;mcsdep999i;p0p100;2015;226100894598.0;999;i
CA;mcsdep999i;p0p100;2016;230594028961.0;999;i
CA;mcsavi999i;p0p100;1960;10231490505.0;999;i
CA;mcsavi999i;p0p100;1961;13248795281.0;999;i
CA;mcsavi999i;p0p100;1962;17155908514.0;999;i
CA;mcsavi999i;p0p100;1963;18516991015.0;999;i
CA;mcsavi999i;p0p100;1964;23525438277.0;999;i
CA;mcsavi999i;p0p100;1965;22554492911.0;999;i
CA;mcsavi999i;p0p100;1966;21255787482.0;999;i
CA;mcsavi999i;p0p100;1967;18494273876.0;999;i
CA;mcsavi999i;p0p100;1968;22137278123.0;999;i
CA;mcsavi999i;p0p100;1969;21045464637.0;999;i
CA;mcsavi999i;p0p100;1970;19310491681.0;999;i
CA;mcsavi999i;p0p100;1971;18650571591.0;999;i
CA;mcsavi999i;p0p100;1972;19997961461.0;999;i
CA;mcsavi999i;p0p100;1973;23789785943.0;999;i
CA;mcsavi999i;p0p100;1974;14587333270.0;999;i
CA;mcsavi999i;p0p100;1975;9375315839.0;999;i
CA;mcsavi999i;p0p100;1976;22448752765.0;999;i
CA;mcsavi999i;p0p100;1977;15012281019.0;999;i
CA;mcsavi999i;p0p100;1978;13052866792.0;999;i
CA;mcsavi999i;p0p100;1979;20745281780.0;999;i
CA;mcsavi999i;p0p100;1980;14638709540.0;999;i
CA;mcsavi999i;p0p100;1981;-17820457633.0;999;i
CA;mcsavi999i;p0p100;1982;-39013013569.0;999;i
CA;mcsavi999i;p0p100;1983;106518998.0;999;i
CA;mcsavi999i;p0p100;1984;17285459104.0;999;i
CA;mcsavi999i;p0p100;1985;29580912640.0;999;i
CA;mcsavi999i;p0p100;1986;16291714457.0;999;i
CA;mcsavi999i;p0p100;1987;36764974670.0;999;i
CA;mcsavi999i;p0p100;1988;30931506419.0;999;i
CA;mcsavi999i;p0p100;1989;17124921401.0;999;i
CA;mcsavi999i;p0p100;1990;-6754795797.0;999;i
CA;mcsavi999i;p0p100;1991;-12525706992.0;999;i
CA;mcsavi999i;p0p100;1992;-15866630927.0;999;i
CA;mcsavi999i;p0p100;1993;2816080663.0;999;i
CA;mcsavi999i;p0p100;1994;27376464862.0;999;i
CA;mcsavi999i;p0p100;1995;43790292501.0;999;i
CA;mcsavi999i;p0p100;1996;40042745816.0;999;i
CA;mcsavi999i;p0p100;1997;34346213170.0;999;i
CA;mcsavi999i;p0p100;1998;16670572396.0;999;i
CA;mcsavi999i;p0p100;1999;22512489357.0;999;i
CA;mcsavi999i;p0p100;2000;49356506667.0;999;i
CA;mcsavi999i;p0p100;2001;59249679616.0;999;i
CA;mcsavi999i;p0p100;2002;72208129196.0;999;i
CA;mcsavi999i;p0p100;2003;92715227893.0;999;i
CA;mcsavi999i;p0p100;2004;105946942151.0;999;i
CA;mcsavi999i;p0p100;2005;118305369434.0;999;i
CA;mcsavi999i;p0p100;2006;100964755486.0;999;i
CA;mcsavi999i;p0p100;2007;96211869650.0;999;i
CA;mcsavi999i;p0p100;2008;106702003002.0;999;i
CA;mcsavi999i;p0p100;2009;14599791777.0;999;i
CA;mcsavi999i;p0p100;2010;59814291410.0;999;i
CA;mcsavi999i;p0p100;2011;84469606517.0;999;i
CA;mcsavi999i;p0p100;2012;62353905844.0;999;i
CA;mcsavi999i;p0p100;2013;62280647882.0;999;i
CA;mcsavi999i;p0p100;2014;62032462750.0;999;i
CA;mcsavi999i;p0p100;2015;874660912.0;999;i
CA;mcsavi999i;p0p100;2016;-8492063454.0;999;i
CA;mconfc999i;p0p100;1950;31430574080.0;999;i
CA;mconfc999i;p0p100;1951;33318864896.0;999;i
CA;mconfc999i;p0p100;1952;35270803456.0;999;i
CA;mconfc999i;p0p100;1953;37217832960.0;999;i
CA;mconfc999i;p0p100;1954;39199535104.0;999;i
CA;mconfc999i;p0p100;1955;41371897856.0;999;i
CA;mconfc999i;p0p100;1956;43587231744.0;999;i
CA;mconfc999i;p0p100;1957;45664784384.0;999;i
CA;mconfc999i;p0p100;1958;47666647040.0;999;i
CA;mconfc999i;p0p100;1959;49821773824.0;999;i
CA;mconfc999i;p0p100;1960;52341604352.0;999;i
CA;mconfc999i;p0p100;1961;54701809664.0;999;i
CA;mconfc999i;p0p100;1962;57168269312.0;999;i
CA;mconfc999i;p0p100;1963;60887162880.0;999;i
CA;mconfc999i;p0p100;1964;63855980544.0;999;i
CA;mconfc999i;p0p100;1965;68809048064.0;999;i
CA;mconfc999i;p0p100;1966;74074890240.0;999;i
CA;mconfc999i;p0p100;1967;78343380992.0;999;i
CA;mconfc999i;p0p100;1968;80750567424.0;999;i
CA;mconfc999i;p0p100;1969;84251230208.0;999;i
CA;mconfc999i;p0p100;1970;88522448896.0;999;i
CA;mconfc999i;p0p100;1971;92363243520.0;999;i
CA;mconfc999i;p0p100;1972;96077398016.0;999;i
CA;mconfc999i;p0p100;1973;100410187776.0;999;i
CA;mconfc999i;p0p100;1974;107289812992.0;999;i
CA;mconfc999i;p0p100;1975;114993356800.0;999;i
CA;mconfc999i;p0p100;1976;117825953792.0;999;i
CA;mconfc999i;p0p100;1977;122708418560.0;999;i
CA;mconfc999i;p0p100;1978;128745013248.0;999;i
CA;mconfc999i;p0p100;1979;133566291968.0;999;i
CA;mconfc999i;p0p100;1980;140269125632.0;999;i
CA;mconfc999i;p0p100;1981;147457064960.0;999;i
CA;mconfc999i;p0p100;1982;151983587328.0;999;i
CA;mconfc999i;p0p100;1983;150453698560.0;999;i
CA;mconfc999i;p0p100;1984;154310426624.0;999;i
CA;mconfc999i;p0p100;1985;159093964800.0;999;i
CA;mconfc999i;p0p100;1986;163378102272.0;999;i
CA;mconfc999i;p0p100;1987;164893868032.0;999;i
CA;mconfc999i;p0p100;1988;169265037312.0;999;i
CA;mconfc999i;p0p100;1989;175103279104.0;999;i
CA;mconfc999i;p0p100;1990;180808335360.0;999;i
CA;mconfc999i;p0p100;1991;176986030080.0;999;i
CA;mconfc999i;p0p100;1992;180420034560.0;999;i
CA;mconfc999i;p0p100;1993;182790815744.0;999;i
CA;mconfc999i;p0p100;1994;189740793856.0;999;i
CA;mconfc999i;p0p100;1995;193585872896.0;999;i
CA;mconfc999i;p0p100;1996;198492602368.0;999;i
CA;mconfc999i;p0p100;1997;207484944384.0;999;i
CA;mconfc999i;p0p100;1998;222200954880.0;999;i
CA;mconfc999i;p0p100;1999;228375347200.0;999;i
CA;mconfc999i;p0p100;2000;233265332224.0;999;i
CA;mconfc999i;p0p100;2001;243859832832.0;999;i
CA;mconfc999i;p0p100;2002;251861663744.0;999;i
CA;mconfc999i;p0p100;2003;247540416512.0;999;i
CA;mconfc999i;p0p100;2004;248854888448.0;999;i
CA;mconfc999i;p0p100;2005;254922833920.0;999;i
CA;mconfc999i;p0p100;2006;266672488448.0;999;i
CA;mconfc999i;p0p100;2007;277166587904.0;999;i
CA;mconfc999i;p0p100;2008;290378285056.0;999;i
CA;mconfc999i;p0p100;2009;310648438784.0;999;i
CA;mconfc999i;p0p100;2010;302866923520.0;999;i
CA;mconfc999i;p0p100;2011;305348247552.0;999;i
CA;mconfc999i;p0p100;2012;316775825408.0;999;i
CA;mconfc999i;p0p100;2013;327617183744.0;999;i
CA;mconfc999i;p0p100;2014;337885954048.0;999;i
CA;mconfc999i;p0p100;2015;357288771584.0;999;i
CA;mconfc999i;p0p100;2016;366070005760.0;999;i
CA;mconfc999i;p0p100;2017;362431545344.0;999;i
CA;mconfc999i;p0p100;2018;369883447296.0;999;i
CA;iquali999i;p0p100;2018;8.0;999;i
CA;inyixx999i;p0p100;1920;0.078312755;999;i
CA;inyixx999i;p0p100;1921;0.069031246;999;i
CA;inyixx999i;p0p100;1922;0.063230306;999;i
CA;inyixx999i;p0p100;1923;0.063230306;999;i
CA;inyixx999i;p0p100;1924;0.062070113;999;i
CA;inyixx999i;p0p100;1925;0.063230306;999;i
CA;inyixx999i;p0p100;1926;0.063230306;999;i
CA;inyixx999i;p0p100;1927;0.062650204;999;i
CA;inyixx999i;p0p100;1928;0.062650204;999;i
CA;inyixx999i;p0p100;1929;0.063810393;999;i
CA;inyixx999i;p0p100;1930;0.063230306;999;i
CA;inyixx999i;p0p100;1931;0.056849264;999;i
CA;inyixx999i;p0p100;1932;0.051628411;999;i
CA;inyixx999i;p0p100;1933;0.049308028;999;i
CA;inyixx999i;p0p100;1934;0.049888127;999;i
CA;inyixx999i;p0p100;1935;0.050468225;999;i
CA;inyixx999i;p0p100;1936;0.051048316;999;i
CA;inyixx999i;p0p100;1937;0.052788593;999;i
CA;inyixx999i;p0p100;1938;0.053368691;999;i
CA;inyixx999i;p0p100;1939;0.053368691;999;i
CA;inyixx999i;p0p100;1940;0.055108972;999;i
CA;inyixx999i;p0p100;1941;0.058589548;999;i
CA;inyixx999i;p0p100;1942;0.060909923;999;i
CA;inyixx999i;p0p100;1943;0.062070113;999;i
CA;inyixx999i;p0p100;1944;0.062650204;999;i
CA;inyixx999i;p0p100;1945;0.063230306;999;i
CA;inyixx999i;p0p100;1946;0.064970583;999;i
CA;inyixx999i;p0p100;1947;0.071351618;999;i
CA;inyixx999i;p0p100;1948;0.081213228;999;i
CA;inyixx999i;p0p100;1949;0.08411371;999;i
CA;inyixx999i;p0p100;1950;0.086434074;999;i
CA;inyixx999i;p0p100;1951;0.09513551;999;i
CA;inyixx999i;p0p100;1952;0.098035969;999;i
CA;inyixx999i;p0p100;1953;0.096875772;999;i
CA;inyixx999i;p0p100;1954;0.097455874;999;i
CA;inyixx999i;p0p100;1955;0.097455874;999;i
CA;inyixx999i;p0p100;1956;0.099196151;999;i
CA;inyixx999i;p0p100;1957;0.10209663;999;i
CA;inyixx999i;p0p100;1958;0.10441701;999;i
CA;inyixx999i;p0p100;1959;0.1061573;999;i
CA;inyixx999i;p0p100;1960;0.10731749;999;i
CA;inyixx999i;p0p100;1961;0.10899104;999;i
CA;inyixx999i;p0p100;1962;0.11069073;999;i
CA;inyixx999i;p0p100;1963;0.11281531;999;i
CA;inyixx999i;p0p100;1964;0.11621463;999;i
CA;inyixx999i;p0p100;1965;0.1204638;999;i
CA;inyixx999i;p0p100;1966;0.12641263;999;i
CA;inyixx999i;p0p100;1967;0.13214901;999;i
CA;inyixx999i;p0p100;1968;0.13746044;999;i
CA;inyixx999i;p0p100;1969;0.14425911;999;i
CA;inyixx999i;p0p100;1970;0.15105778;999;i
CA;inyixx999i;p0p100;1971;0.1584938;999;i
CA;inyixx999i;p0p100;1972;0.16741706;999;i
CA;inyixx999i;p0p100;1973;0.18377635;999;i
CA;inyixx999i;p0p100;1974;0.21203327;999;i
CA;inyixx999i;p0p100;1975;0.23497875;999;i
CA;inyixx999i;p0p100;1976;0.25707442;999;i
CA;inyixx999i;p0p100;1977;0.27470842;999;i
CA;inyixx999i;p0p100;1978;0.2931923;999;i
CA;inyixx999i;p0p100;1979;0.32272398;999;i
CA;inyixx999i;p0p100;1980;0.35501763;999;i
CA;inyixx999i;p0p100;1981;0.39134797;999;i
CA;inyixx999i;p0p100;1982;0.42619112;999;i
CA;inyixx999i;p0p100;1983;0.45062384;999;i
CA;inyixx999i;p0p100;1984;0.46634573;999;i
CA;inyixx999i;p0p100;1985;0.48206761;999;i
CA;inyixx999i;p0p100;1986;0.49693972;999;i
CA;inyixx999i;p0p100;1987;0.52052259;999;i
CA;inyixx999i;p0p100;1988;0.54410541;999;i
CA;inyixx999i;p0p100;1989;0.56981283;999;i
CA;inyixx999i;p0p100;1990;0.58935905;999;i
CA;inyixx999i;p0p100;1991;0.60763037;999;i
CA;inyixx999i;p0p100;1992;0.6167661;999;i
CA;inyixx999i;p0p100;1993;0.62462699;999;i
CA;inyixx999i;p0p100;1994;0.63397521;999;i
CA;inyixx999i;p0p100;1995;0.6479975;999;i
CA;inyixx999i;p0p100;1996;0.65947026;999;i
CA;inyixx999i;p0p100;1997;0.66711867;999;i
CA;inyixx999i;p0p100;1998;0.66584396;999;i
CA;inyixx999i;p0p100;1999;0.678379;999;i
CA;inyixx999i;p0p100;2000;0.70791072;999;i
CA;inyixx999i;p0p100;2001;0.72002077;999;i
CA;inyixx999i;p0p100;2002;0.72851908;999;i
CA;inyixx999i;p0p100;2003;0.75231439;999;i
CA;inyixx999i;p0p100;2004;0.77717203;999;i
CA;inyixx999i;p0p100;2005;0.8013922;999;i
CA;inyixx999i;p0p100;2006;0.8224256;999;i
CA;inyixx999i;p0p100;2007;0.84983277;999;i
CA;inyixx999i;p0p100;2008;0.88382596;999;i
CA;inyixx999i;p0p100;2009;0.86364245;999;i
CA;inyixx999i;p0p100;2010;0.88850003;999;i
CA;inyixx999i;p0p100;2011;0.91718197;999;i
CA;inyixx999i;p0p100;2012;0.92844224;999;i
CA;inyixx999i;p0p100;2013;0.94310194;999;i
CA;inyixx999i;p0p100;2014;0.96094847;999;i
CA;inyixx999i;p0p100;2015;0.95351237;999;i
CA;inyixx999i;p0p100;2016;0.9592486;999;i
CA;inyixx999i;p0p100;2017;0.983181;999;i
CA;inyixx999i;p0p100;2018;1.0;999;i
CA;icwtoq999i;p0p100;1970;1.0797743;999;i
CA;icwtoq999i;p0p100;1971;1.105425;999;i
CA;icwtoq999i;p0p100;1972;1.056602;999;i
CA;icwtoq999i;p0p100;1973;0.92861378;999;i
CA;icwtoq999i;p0p100;1974;0.76495272;999;i
CA;icwtoq999i;p0p100;1975;0.69802713;999;i
CA;icwtoq999i;p0p100;1976;0.68948227;999;i
CA;icwtoq999i;p0p100;1977;0.64355367;999;i
CA;icwtoq999i;p0p100;1978;0.61671871;999;i
CA;icwtoq999i;p0p100;1979;0.61699253;999;i
CA;icwtoq999i;p0p100;1980;0.62490284;999;i
CA;icwtoq999i;p0p100;1981;0.65845966;999;i
CA;icwtoq999i;p0p100;1982;0.69850594;999;i
CA;icwtoq999i;p0p100;1983;0.73544741;999;i
CA;icwtoq999i;p0p100;1984;0.73968184;999;i
CA;icwtoq999i;p0p100;1985;0.73205227;999;i
CA;icwtoq999i;p0p100;1986;0.77013469;999;i
CA;icwtoq999i;p0p100;1987;0.77152097;999;i
CA;icwtoq999i;p0p100;1988;0.73119247;999;i
CA;icwtoq999i;p0p100;1989;0.71712792;999;i
CA;icwtoq999i;p0p100;1990;0.71395528;999;i
CA;icwtoq999i;p0p100;1991;0.75423449;999;i
CA;icwtoq999i;p0p100;1992;0.80735469;999;i
CA;icwtoq999i;p0p100;1993;0.83129686;999;i
CA;icwtoq999i;p0p100;1994;0.8237077;999;i
CA;icwtoq999i;p0p100;1995;0.78070372;999;i
CA;icwtoq999i;p0p100;1996;0.803303;999;i
CA;icwtoq999i;p0p100;1997;0.86435956;999;i
CA;icwtoq999i;p0p100;1998;0.87680745;999;i
CA;icwtoq999i;p0p100;1999;0.86955601;999;i
CA;icwtoq999i;p0p100;2000;0.83663136;999;i
CA;icwtoq999i;p0p100;2001;0.8377707;999;i
CA;icwtoq999i;p0p100;2002;0.83135748;999;i
CA;icwtoq999i;p0p100;2003;0.83959335;999;i
CA;icwtoq999i;p0p100;2004;0.86034745;999;i
CA;icwtoq999i;p0p100;2005;0.85402995;999;i
CA;icwtoq999i;p0p100;2006;0.870969;999;i
CA;icwtoq999i;p0p100;2007;0.91576141;999;i
CA;icwtoq999i;p0p100;2008;0.87067538;999;i
CA;icwtoq999i;p0p100;2009;0.84671038;999;i
CA;icwtoq999i;p0p100;2010;0.91253155;999;i
CA;icwtoq999i;p0p100;2011;0.89460593;999;i
CA;icwtoq999i;p0p100;2012;0.89287305;999;i
CA;icwtoq999i;p0p100;2013;0.92924231;999;i
CA;icwtoq999i;p0p100;2014;0.96348894;999;i
CA;icwtoq999i;p0p100;2015;0.97162002;999;i
CA;icwtoq999i;p0p100;2016;0.98719978;999;i
CA;bptinc992i;p99p100;1950;1.9512339;992;i
CA;bptinc992i;p99p100;1951;1.9146762;992;i
CA;bptinc992i;p99p100;1952;1.8797371;992;i
CA;bptinc992i;p99p100;1953;1.8480413;992;i
CA;bptinc992i;p99p100;1954;1.8673592;992;i
CA;bptinc992i;p99p100;1955;1.870286;992;i
CA;bptinc992i;p99p100;1956;1.821856;992;i
CA;bptinc992i;p99p100;1957;1.7887768;992;i
CA;bptinc992i;p99p100;1958;1.7772181;992;i
CA;bptinc992i;p99p100;1959;1.7557565;992;i
CA;bptinc992i;p99p100;1960;1.7454078;992;i
CA;bptinc992i;p99p100;1961;1.7299935;992;i
CA;bptinc992i;p99p100;1962;1.6934177;992;i
CA;bptinc992i;p99p100;1963;1.6803185;992;i
CA;bptinc992i;p99p100;1964;1.7019118;992;i
CA;bptinc992i;p99p100;1965;1.7132205;992;i
CA;bptinc992i;p99p100;1966;1.6892321;992;i
CA;bptinc992i;p99p100;1967;1.6682832;992;i
CA;bptinc992i;p99p100;1968;1.6702144;992;i
CA;bptinc992i;p99p100;1969;1.6711684;992;i
CA;bptinc992i;p99p100;1970;1.6554809;992;i
CA;bptinc992i;p99p100;1971;1.6519943;992;i
CA;bptinc992i;p99p100;1972;1.7155809;992;i
CA;bptinc992i;p99p100;1973;1.7402756;992;i
CA;bptinc992i;p99p100;1974;1.7145904;992;i
CA;bptinc992i;p99p100;1975;1.7210184;992;i
CA;bptinc992i;p99p100;1976;1.680084;992;i
CA;bptinc992i;p99p100;1977;1.6792697;992;i
CA;bptinc992i;p99p100;1978;1.7342464;992;i
CA;bptinc992i;p99p100;1979;1.8754445;992;i
CA;bptinc992i;p99p100;1980;1.8898541;992;i
CA;bptinc992i;p99p100;1981;1.8320315;992;i
CA;bptinc992i;p99p100;1982;1.8211552;992;i
CA;bptinc992i;p99p100;1983;1.8175423;992;i
CA;bptinc992i;p99p100;1984;1.8425518;992;i
CA;bptinc992i;p99p100;1985;1.9097172;992;i
CA;bptinc992i;p99p100;1986;1.9817964;992;i
CA;bptinc992i;p99p100;1987;2.1950495;992;i
CA;bptinc992i;p99p100;1988;2.3094296;992;i
CA;bptinc992i;p99p100;1989;2.5343101;992;i
CA;bptinc992i;p99p100;1990;2.1517475;992;i
CA;bptinc992i;p99p100;1991;2.1177218;992;i
CA;bptinc992i;p99p100;1992;2.1541424;992;i
CA;bptinc992i;p99p100;1993;2.3294713;992;i
CA;bptinc992i;p99p100;1994;2.3258483;992;i
CA;bptinc992i;p99p100;1995;2.133209;992;i
CA;bptinc992i;p99p100;1996;2.2142622;992;i
CA;bptinc992i;p99p100;1997;2.3524699;992;i
CA;bptinc992i;p99p100;1998;2.3937216;992;i
CA;bptinc992i;p99p100;1999;2.4070456;992;i
CA;bptinc992i;p99p100;2000;2.6460347;992;i
CA;bptinc992i;p99.9p100;1950;1.7284596;992;i
CA;bptinc992i;p99.9p100;1951;1.6693878;992;i
CA;bptinc992i;p99.9p100;1952;1.7129751;992;i
CA;bptinc992i;p99.9p100;1953;1.7057256;992;i
CA;bptinc992i;p99.9p100;1954;1.6848676;992;i
CA;bptinc992i;p99.9p100;1955;1.781675;992;i
